timestamp,node_id,pid,name,cpu,memory,threads,status
2026-05-29T12:39:14.491703+00:00,LAPTOP-RSR05V3M,0,System Idle Process,1331.9,0.0,48,running
2026-05-29T12:39:14.491703+00:00,LAPTOP-RSR05V3M,33672,python.exe,77.1,0.4,5,running
2026-05-29T12:39:14.491703+00:00,LAPTOP-RSR05V3M,39472,python.exe,77.0,0.4,4,running
2026-05-29T12:39:14.491703+00:00,LAPTOP-RSR05V3M,31040,Code.exe,17.5,5.3,28,running
2026-05-29T12:39:14.491703+00:00,LAPTOP-RSR05V3M,4,System,10.9,0.0,483,running
2026-05-29T12:39:14.491703+00:00,LAPTOP-RSR05V3M,11016,gamingservices.exe,7.4,0.2,20,running
2026-05-29T12:39:14.491703+00:00,LAPTOP-RSR05V3M,26688,dwm.exe,7.3,0.5,60,running
2026-05-29T12:39:14.491703+00:00,LAPTOP-RSR05V3M,5640,MsMpEng.exe,5.8,1.2,65,running
2026-05-29T12:39:14.491703+00:00,LAPTOP-RSR05V3M,24116,svchost.exe,5.0,0.1,19,running
2026-05-29T12:39:14.491703+00:00,LAPTOP-RSR05V3M,6436,svchost.exe,4.4,0.1,11,running
2026-05-29T12:39:22.901963+00:00,LAPTOP-RSR05V3M,0,System Idle Process,1337.8,0.0,48,running
2026-05-29T12:39:22.901963+00:00,LAPTOP-RSR05V3M,33672,python.exe,77.5,0.4,5,running
2026-05-29T12:39:22.901963+00:00,LAPTOP-RSR05V3M,39472,python.exe,76.8,0.4,4,running
